Sales History Report Summary
item name,size,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,Sale,Pur,Adj,QoH,
LITCHFIELD 750 mL PORT CASK BOURBON WHISKEY,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITCHFIELD 750 mL RYR WHISKEY,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,
Litchfield Apple Vodka 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITCHFIELD BATCHERITA 4pk12oz CANS,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Litchfield Blueberry vodka 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
LITCHFIELD DIST BURBON WHISKEY 750ML,750ML,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,
LITCHFIELD DIST CASK STRENGTH 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITCHFIELD DIST DOUBLE BARR  8  YER 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
LITCHFIELD DIST GIN 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITCHFIELD DIST VANILLA BOURBON 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
LITCHFIELD DIST VODKA 750ML,750ML,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,
LITCHFIELD DISTILLERY 750 mL GIN,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Litchfield Peach Vodka 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITCHFIELD SPIKED LEMONADE 4pk12oz CANS,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITCHFIELD THE LITCHFIELDER 4pk12oz CANS,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
LITTLE BLACK DRESS PINEAPPLE HONEY VODKA 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
LITTLE BLACK DRESS PINOT GRIGIO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITTLE BOOK LIMITED RELBOURBON 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITTLE BOOMEY MERLOT 1.5L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITTLE MATTEU PINOT GRIGIO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITTLE MATTEU ROSSO TOSCAN 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITTLE PENGUIN 750mL PINOT NOIR,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
LITTLE PENGUIN CAB MERLOT 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,
LITTLE PENGUIN CAB SAUV 1.5L,1.5L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
LITTLE PENGUIN CAB-MERLOT 1.5L,1.5L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITTLE PENGUIN CABERNET SAUVIGNON 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7,
LITTLE PENGUIN CABERNET SAUVIGNON 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
LITTLE PENGUIN CHARDANY 1.5L,1.5L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITTLE PENGUIN CHARDONNAY 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,
LITTLE PENGUIN CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,
LITTLE PENGUIN MERLOT 1.5L,1.5L,0,0,0,0,0,1,0,0,2,2,2,1,8,0,0,0,
LITTLE PENGUIN PINOT NOIR 1.5L,1.5L,0,0,0,0,0,0,0,0,1,1,1,3,6,0,0,0,
LITTLE PENGUIN SHIRAZ 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6,
LITTLE PENGUIN SHIRAZ-CAB 1.5L,1.5L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LITTLEBLACKDRESS MERLOT 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LIVE A LITTLE REAL RAVI RED 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
Live A little Red 750ml,750 mL,0,0,0,0,0,1,3,1,2,1,0,0,8,0,0,-8,
Live A Little White 750ml,750 mL,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,
LIVINGSTON BURGUNDY 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,
LIVINGSTON CABERNET SAUVIGNON 1.5L,1.5L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LIVINGSTON CELLARS BLUSH CHABLIS 3 L,3.0 L,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,
LIVINGSTON CELLARS BURGUNDY 3 L,3.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,
LIVINGSTON CELLARS CABERNET SAUVIGNON 3 L,3.0 L,0,0,0,0,0,4,8,0,0,0,1,0,13,0,0,-17,
LIVINGSTON CELLARS CHABLIS BLANC 3 L,3.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,
LIVINGSTON CELLARS CHARDONNAY 3 L,3.0 L,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,
LIVINGSTON CELLARS MERLOT 3 L,3.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,
LIVINGSTON CELLARS RED ROSE 3 L,3.0 L,0,0,0,0,0,1,1,1,4,2,1,1,11,0,0,-14,
LIVINGSTON CELLARS RHINE 3 L,3.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,
LIVINGSTON CELLARS WHITE ZINFANDEL 3 L,3.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,
LIVINGSTON CHABLIS BLANC 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,
LIVINGSTON CHARDONNAY 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6,
LIVINGSTON CHIANTI 3 LTR,3 LTR,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LIVINGSTON MERLOT 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,
LIVINGSTON PINOT GRIGIO 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,
LIVINGSTON RED ROSE 1.5 L,1.5 L,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,-4,
LIVINGSTON RHINE 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,13,
LIVINGSTON SANGRIA 1.5 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LIVINGSTON SANGRIA 3 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
LIVIO FELLUGA PINOT GRIGIO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LLAI LLAI PINOT NOIR 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LLORD-S AMARETTO 1.0 L,1.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,
LLORD-S TRIPLE SEC 1.0 L,1.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
Llords Melonaire Melon 1 Liter,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOCH LOMOND OPEN EDITION PORTRUSH 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
LOCH LOMOND SINGLE MALT SCOTCH 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
LOCK STOCK BARREL 750mL 18 YEAR RYE WHISKEY,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOCKWOOD CABERNET SAUVIGNON 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOCKWOOD CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOCKWOOD MERLOT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOGAN CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOGAN PINOT NOIR 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOLAILO SANGRIA 30L,30L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Lombardo Marsala Sweet 375ml,,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,-2,
Lombardo Marsala Sweet 750ml,750 mL,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,-2,
LONE PINE 4pk16oz BLKBERRY SPARKLER SOUR,16 OZ,0,0,0,0,0,0,0,2,1,2,1,0,6,0,0,-6,
LONE PINE 4pk16oz OH J IPA,16 OZ,0,0,0,0,0,0,6,11,4,3,0,0,24,0,0,-24,
LONE PINE 4pk16oz QUANTUM CUDDLE KITTEN,16 OZ,0,0,0,0,0,0,0,3,2,1,0,5,11,0,0,-10,
LONE PINE 4pk16oz SPACE MENTAL DINOSAUR,16 OZ,0,0,0,0,0,0,0,0,0,2,3,1,6,0,0,-12,
LONE PINE 4pk16oz SUMMER STOUT,16 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-6,
LONE PINE 4pk16oz TSHIRT CANNON,16 OZ,0,0,0,0,0,0,0,5,2,3,3,0,13,0,0,-13,
LONE PINE BRIGHT SIDE 4pk16oz CANS,16 OZ,0,0,0,0,0,0,3,2,0,1,0,0,6,0,0,-11,
Lone Pine Chaos Emeralds 4pk 16oz,,0,0,0,0,0,3,2,0,0,0,0,0,5,0,0,-6,
Lone Pine Diamond Unicorn 4pk 16oz,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-6,
LONE PINE DREAM TREE 4pk16oz CANS,16 OZ,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-5,
Lone Pine Holy Donut 4pk 16oz,,0,0,0,0,0,0,0,0,0,1,4,1,6,0,0,-6,
Lone Pine Laser Show 4pk 16oz,,0,0,0,0,0,2,2,1,2,2,2,1,12,0,0,-12,
Lone Pine Onesie 4pk 16oz,,0,0,0,0,0,0,2,2,2,0,0,0,6,0,0,-12,
Lone Pine Slush Punch 4pk 16oz Can,16 OZ,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2,
Lone Star Beer 6pk 12oz,,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,-4,
LONG DRINK 6pk 12oz TRADITIONAL,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LONG DRINK 6pk12oz STRONG CAN,12 OZ,0,0,0,0,0,1,1,2,1,0,0,0,5,0,0,-14,
LONG DRINK 6pk12oz SUGAR FREE CAN,12 OZ,0,0,0,0,0,3,0,2,7,1,2,2,17,0,0,-11,
LONG DRINK CRANBERRY 6pk12oz CANS,12 OZ,0,0,0,0,0,1,2,2,1,1,0,1,8,0,0,-14,
LONG TRAIL 12pk12oz HIT THE TRAIL ALE,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Long Trail Ale 12pk 12oz Cans,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-3,
Long Trail Ale 6pk 12oz Cans,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LONG TRAIL AMBER ALE 12pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,7,5,1,2,0,0,15,0,0,-29,
LONG TRAIL AMBER ALE 6pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LONG TRAIL CBD 4pk12oz RASPBERRY LIME,12 OZ,0,0,0,0,0,2,4,1,0,2,0,0,9,0,0,-9,
Long Trail CBD Blueberry Melon 4pk 12oz,,0,0,0,0,0,3,1,1,0,1,0,0,6,0,0,-11,
LONG TRAIL DOUBLE BAG 12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LONG TRAIL DOUBLE BAG 6pk12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LONG TRAIL GREEN BLAZE IPA 12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LONG TRAIL GREEN BLAZE IPA 6pk12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
Long Trail Hit The Trail 6pk 12oz Cans,12 OZ,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,-2,
LONG TRAIL HOPPER IPA 19.2oz,19.2 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
Long Trail IPA MIX 12pk 12oz Cans,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LONG TRAIL LIL ANOMALY IPA 15pk12oz CANS,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LONG TRAIL LIMBO IPA 12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LONG TRAIL LIMBO IPA 6pk12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LONG TRAIL ORIGINAL ALE 19.2oz,19.2 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-3,
LONG TRAIL SEASONAL BEER 12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LONG TRAIL SEASONAL BEER 6pk12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-4,
LONG TRAIL SEASONAL PACK 12pk12oz BOTTLES,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Longevity Cabernet Sauvignon 750ml,,0,0,0,0,0,0,1,2,2,1,0,2,8,0,0,-10,
LORD CALVERT CANADIAN 1.0 L,1.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LORD CALVERT CANADIAN 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11,
LORD CALVERT CANADIAN 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
LORD CALVERT CANADIAN 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
LORD CALVERT CANADIAN 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LORD CALVERT WHISKEY 1.75L,1.75L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LORD CALVERT WHISKEY 200ML,200ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LORD CALVERT WHISKEY 375ML,375ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LORD CALVERT WHISKEY 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Lord Hobo Doom Sauce 4pk 16oz,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-6,
Lord Hobo IPA Sampler 12pk 12oz,,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,-2,
Lord Hobo Juice Lord IPA 4pk 16oz Cans,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,
LORIKEET BRUT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LORIKEET EXTRA DRY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOS MOLINOS TEMPRANILLO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOS VASCOS CABERNET 750 mL,750 mL,0,0,0,0,0,0,2,3,0,2,2,1,10,0,0,-14,
LOS VASCOS CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Los Vascos Sauvignon Blanc 750ml,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-2,
LOST ANGEL MOSCATO 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOST HORIZONS CAB/MERLOT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Lottery Redeem,,0,0,0,0,0,-127,-167,-217,-330,-199,-210,-141,-1391,0,0,0,
Lottery Sales,,0,0,0,0,0,241,357,471,959,379,467,323,3197,0,0,0,
LOTTO CASH $2 INSTANT,,0,0,0,0,0,0,0,0,0,14,52,31,97,0,0,-99,
LOTTO MOSCATO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOUIS BERNARD CDP BLANC 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOUIS BERNARD CDR VILLAGES 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOUIS JADOT BEAUJOLAIS VILLAGES 750 mL,750 mL,0,0,0,0,0,4,6,8,8,2,2,3,33,0,0,-41,
LOUIS JADOT CHABLIS 750 ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOUIS JADOT CHARDONNAY 750 ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOUIS JADOT GEVREY CHAMBERTIN 750 ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOUIS JADOT POUILLY FUISSE 750 ML,750 mL,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,
LOUIS LATOUR CHARDONNAY 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOUIS M. MARTINI 375mL CABERNET SAUVIGNON,375 mL,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,-3,
LOUIS MARTINI CABERNET 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,
LOUIS MARTINI SONOMA CABERNET 750 mL,750 mL,0,0,0,0,0,2,0,1,0,0,1,2,6,0,0,-5,
LOUIS ROEDERER BRUT 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
LOUIS ROEDERER CRISTAL 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOUKATOS MUSCAT 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LOVE NOIR PINOT NOIR 750 ML,750ML,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2,
Love Noir Satin Red 750ml,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,
LOW COUNTRY LAMONEDE 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
Loyal Lemon Light + Sparkling 4pk 12oz,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Loyal Light Lime 4pk 12oz,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Loyal Raspberry Light + Sparkling 4pk 12oz,,0,0,0,0,0,0,1,0,1,0,2,0,4,0,0,-4,
Loyal Watermelon Lemonade 4pk 12oz,,0,0,0,0,0,3,2,0,0,0,3,1,9,0,0,-19,
lROSCATO SPARKLING MOSCATO 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LT CBD Blackberry Seltzer 4pk 12oz,,0,0,0,0,0,1,1,1,0,1,0,0,4,0,0,-6,
LUBROWKA BISON BRAND 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUC BELAIRE BRUT 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUC BELAIRE BRUT GOLD 375ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUC BELAIRE BRUT GOLD 750 ML,,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-3,
LUC BELAIRE LUXE ROSE 750 ML,750ML,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-5,
LUC BELAIRE RARE LUXE 750 ML,750ML,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-5,
LUC BELAIRE RARE ROSE 375ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUC BELAIRE RARE ROSE 750 ML,750ML,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-5,
LUC PIRLET MERLOT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUCA CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUCID ABSENTHE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUCID ABSINTHE SUPERIER 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUCIEN CROCHET RED SANCERRE ROY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUCKY,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-36,
LUCKY GEMS,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-4,
LUIANO CHIANTI CLASSICO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUIANO CHIANTI RESERVA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUIGI BOSCA PINOT NOIR 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUIGI BOSCA SYRAH 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUKSUSOWA POLISH VODKA 1.0L,1.0L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUKSUSOWA POLISH VODKA 375ML,375ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUKSUSOWA POTATO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,
LUKSUSOWA POTATO VODKA 1.75 L,1.75 L,0,0,0,0,0,0,0,3,0,0,2,0,5,0,0,-2,
LUNA DI LUNA CHARD PINOT GRIGIO 1.5L,1.5L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Luna Di Luna Chardonnay Pinot Grigio 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
LUNA DI LUNA MERLOT CABERNET 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUNA DI LUNA PINOT GRIGIO 1.5 L,1.5 L,0,0,0,0,0,3,3,8,2,2,0,1,19,0,0,-24,
LUNA DI LUNA PINOT GRIGIO 750 mL,750 mL,0,0,0,0,0,0,0,1,2,0,3,0,6,0,0,-2,
Luna Di Luna Pinot Grigio Pinot Bianco 1.5L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUNA DI LUNA RED BLEND 1.75 L,1.5 L,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,-1,
LUNA DI LUNA SPARKLING 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUNA MALBEC 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,
LUNA NUDA PINOT GRIGIO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,
LUNAE MOSCATO & PEACH 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUNAZUL ANEJO 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUNAZUL REPOSADO 1.0L,1.0L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUNAZUL REPOSADO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUNAZUL SILVER 1.0L,1.0L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUNAZUL TEQUILA 375ML BLANCO,375ML,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,-1,
LUNAZUL TEQUILA BLANCO 1.75L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
LUNAZUL TEQUILA BLANCO 1L,1L,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-2,
LUNETTA 750mL PROSECCO,750ML,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,-6,
LUNETTA PROSECCO 3PK,187ML,0,0,0,0,0,2,3,4,0,2,1,5,17,0,0,-23,
LURGASHALL XMAS MEAD 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LURTON GRAN LURTON CAB RESER 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LURTON MALBEC RESERVE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LURTON PINOT GRIS 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LURTON TIERRA DEL FUEGO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUST LODI ZINFANDEL 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUSTAU LIGHT MANZANILPAP 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUXARDO 14.1OZ MARASCHINO CHERRIES,14OZ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2,
LUXARDO LIMONCELLO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUXARDO MARASCHINO ORIGINALE,224,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LUZON BLANCO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7,
LYETH CABERNET SAUVIGNON 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LYETH MERITAGE RED 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LYETH MERITAGE WHITE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
LYETH MERLOT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
M A N 750mL MERLOT,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-2,
M&R BIANCO 1.0 L,1.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
M&R DRY 375 mL VERMOUTH,375 mL,0,0,0,0,0,1,0,4,2,0,0,0,7,0,0,-9,
M&R DRY VERMOUTH 1.0 L,1.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
M&R DRY VERMOUTH 1.5 L,1.5 L,0,0,0,0,0,2,1,2,3,1,2,1,12,0,0,-17,
M&R DRY VERMOUTH 750 mL,750 mL,0,0,0,0,0,1,2,1,1,1,0,0,6,0,0,-7,
M&R SWEET VERMOUTH 1.0 L,1.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
M&R SWEET VERMOUTH 1.5 L,1.5 L,0,0,0,0,0,1,2,2,0,3,4,3,15,0,0,-16,
M&R SWEET VERMOUTH 375 mL,375 mL,0,0,0,0,0,0,4,2,1,4,3,1,15,0,0,-18,
M&R SWEET VERMOUTH 750 mL,750 mL,0,0,0,0,0,1,2,2,1,3,2,0,11,0,0,-12,
M.A.N Cabernet Sauvignon 1.5L,,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,-5,
M.A.N Chardonnay 750ml,,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,-3,
M.A.N Chenin Blanc 1.5L,1.5 L,0,0,0,0,0,0,0,2,1,0,1,1,5,0,0,-7,
